corridor,direction,baseline,metric,value,horizon
E4,-1,B5_XGB,MAE,3.974595461138264,1
E4,+1,B5_XGB,MAE,3.6285789584706567,3
E4,aggregate,B5_XGB,MAE,4.464269203391912,3
E4,-1,B5_XGB,MAE,5.046413734873952,3
E4,-1,B5_XGB,MAE,5.52605161657732,5
E4,+1,B5_XGB,MAE,4.237960819944558,5
E4,aggregate,B5_XGB,MAE,4.997178276896439,5
E4,aggregate,B5_XGB,MAE,5.537699655049755,10
E4,+1,B5_XGB,MAE,4.860219111799586,10
E4,-1,B5_XGB,MAE,6.009634795893394,10
E4,aggregate,LSTM,MAE,3.7743336719186207,1
E4,+1,LSTM,MAE,2.5916605004691213,1
E4,-1,LSTM,MAE,4.341392421050282,1
E4,-1,LSTM,MAE,5.198903541380464,3
E4,aggregate,LSTM,MAE,4.679166542903919,3
E4,+1,LSTM,MAE,3.5951561392584073,3
E4,-1,LSTM,MAE,5.512661976608467,5
E4,+1,LSTM,MAE,3.9725744107430474,5
E4,aggregate,LSTM,MAE,5.013573983015411,5
E4,-1,LSTM,MAE,5.857559544546263,10
E4,aggregate,LSTM,MAE,5.348444954721688,10
E4,+1,LSTM,MAE,4.2864073454145295,10
E4,-1,SpatialConvLSTM,MAE,4.36919078991813,1
E4,+1,SpatialConvLSTM,MAE,2.646448560602196,1
E4,aggregate,SpatialConvLSTM,MAE,3.810878946748627,1
E4,-1,SpatialConvLSTM,MAE,5.226067389922812,3
E4,+1,SpatialConvLSTM,MAE,3.5965251876485262,3
E4,aggregate,SpatialConvLSTM,MAE,4.697970900425622,3
E4,aggregate,SpatialConvLSTM,MAE,5.053726218201157,5
E4,+1,SpatialConvLSTM,MAE,3.992523523032693,5
E4,-1,SpatialConvLSTM,MAE,5.562500225447915,5
E4,-1,SpatialConvLSTM,MAE,5.869965172868403,10
E4,aggregate,SpatialConvLSTM,MAE,5.366582957765543,10
E4,+1,SpatialConvLSTM,MAE,4.3165033588292925,10
E4,-1,SpatialTransformer,MAE,4.3988844494549735,1
E4,aggregate,SpatialTransformer,MAE,3.8331429961897676,1
E4,+1,SpatialTransformer,MAE,2.6532172128768656,1
E4,aggregate,SpatialTransformer,MAE,4.753656341044866,3
E4,-1,SpatialTransformer,MAE,5.286493871612467,3
E4,+1,SpatialTransformer,MAE,3.642322285010506,3
E4,-1,SpatialTransformer,MAE,5.60847295512223,5
E4,aggregate,SpatialTransformer,MAE,5.085533868583049,5
E4,+1,SpatialTransformer,MAE,3.9947855989389125,5
E4,-1,SpatialTransformer,MAE,5.900504368121631,10
E4,aggregate,SpatialTransformer,MAE,5.380142700662042,10
E4,+1,SpatialTransformer,MAE,4.29464314451243,10
E4,-1,B0,RMSE,7.522024385674887,1
E4,+1,B0,RMSE,6.4110691110939735,1
E4,aggregate,B0,RMSE,7.086985021368294,1
E4,-1,B0,RMSE,7.522024385674887,3
E4,+1,B0,RMSE,6.4110691110939735,3
E4,aggregate,B0,RMSE,7.086985021368294,3
E4,+1,B0,RMSE,6.4110691110939735,5
E4,aggregate,B0,RMSE,7.086985021368294,5
E4,-1,B0,RMSE,7.522024385674887,5
E4,aggregate,B0,RMSE,7.086985021368294,10
E4,+1,B0,RMSE,6.4110691110939735,10
E4,-1,B0,RMSE,7.522024385674887,10
E4,aggregate,B1,RMSE,6.148060730514267,1
E4,+1,B1,RMSE,4.715095735912565,1
E4,-1,B1,RMSE,6.974406143351352,1
E4,+1,B1,RMSE,6.360301246853661,3
E4,aggregate,B1,RMSE,7.617942223502339,3
E4,-1,B1,RMSE,8.383260596053555,3
E4,aggregate,B1,RMSE,8.423348265172438,5
E4,+1,B1,RMSE,7.270728138995176,5
E4,-1,B1,RMSE,9.14078042447636,5
E4,aggregate,B1,RMSE,9.532948098210838,10
E4,+1,B1,RMSE,8.428385448375176,10
E4,-1,B1,RMSE,10.2321699754577,10
E4,+1,B2_w10,RMSE,5.824119230561545,1
E4,aggregate,B2_w10,RMSE,6.666905438041226,1
E4,-1,B2_w10,RMSE,7.195898403869026,1
E4,-1,B2_w10,RMSE,7.842854978351096,3
E4,aggregate,B2_w10,RMSE,7.339502691864507,3
E4,+1,B2_w10,RMSE,6.5496424413902234,3
E4,-1,B2_w10,RMSE,8.218524619278774,5
E4,+1,B2_w10,RMSE,6.9870878161124335,5
E4,aggregate,B2_w10,RMSE,7.73666644101648,5
E4,aggregate,B2_w10,RMSE,8.300019269803608,10
E4,+1,B2_w10,RMSE,7.570883819676322,10
E4,-1,B2_w10,RMSE,8.772196935780759,10
E4,-1,B2_w15,RMSE,7.406095557908867,1
E4,+1,B2_w15,RMSE,6.087617918154212,1
E4,aggregate,B2_w15,RMSE,6.895319612399049,1
E4,-1,B2_w15,RMSE,7.8731305962129365,3
E4,+1,B2_w15,RMSE,6.605710432588359,3
E4,aggregate,B2_w15,RMSE,7.379132445582889,3
E4,aggregate,B2_w15,RMSE,7.6699951572778,5
E4,+1,B2_w15,RMSE,6.927894922686129,5
E4,-1,B2_w15,RMSE,8.147097435710743,5
E4,-1,B2_w15,RMSE,8.532584017987352,10
E4,aggregate,B2_w15,RMSE,8.076473662802057,10
E4,+1,B2_w15,RMSE,7.372545188603946,10
E4,-1,B2_w5,RMSE,6.818478970905875,1
E4,+1,B2_w5,RMSE,5.258078257229322,1
E4,aggregate,B2_w5,RMSE,6.2253067188542595,1
E4,aggregate,B2_w5,RMSE,7.2679048152357355,3
E4,+1,B2_w5,RMSE,6.3968770787746045,3
