corridor,direction,baseline,metric,value,horizon
E2,-1,LSTM,MAE,6.241152370047269,10
E2,-1,LSTM,RMSE,7.853143339612519,10
E2,+1,LSTM,MAE,4.2989513016351415,10
E2,+1,LSTM,RMSE,6.144098430509059,10
E2,aggregate,LSTM,MAE,5.128151366538658,10
E2,aggregate,LSTM,RMSE,6.925541688551211,10
E59,-1,LSTM,MAE,4.214616715519327,10
E59,-1,LSTM,RMSE,5.61622941924414,10
E59,+1,LSTM,MAE,4.238648190749092,10
E59,+1,LSTM,RMSE,5.485736050890271,10
E59,aggregate,LSTM,MAE,4.224465201445966,10
E59,aggregate,LSTM,RMSE,5.563121318708254,10
