corridor,direction,baseline,metric,value,horizon
E2,-1,SpatialTransformer,MAE,6.25855414015723,10
E2,-1,SpatialTransformer,RMSE,7.906272094040466,10
E2,+1,SpatialTransformer,MAE,4.309662811026782,10
E2,+1,SpatialTransformer,RMSE,6.193950722858979,10
E2,aggregate,SpatialTransformer,MAE,5.141719204614326,10
E2,aggregate,SpatialTransformer,RMSE,6.976608960540232,10
E59,-1,SpatialTransformer,MAE,4.215193355200378,10
E59,-1,SpatialTransformer,RMSE,5.611645373495998,10
E59,+1,SpatialTransformer,MAE,4.230616856571565,10
E59,+1,SpatialTransformer,RMSE,5.496744313436326,10
E59,aggregate,SpatialTransformer,MAE,4.2215141546827795,10
E59,aggregate,SpatialTransformer,RMSE,5.564843981532581,10
