corridor,direction,baseline,metric,value,horizon
E2,-1,LSTM,MAE,5.358884917231626,1
E2,-1,LSTM,RMSE,6.924775463390215,1
E2,+1,LSTM,MAE,3.7971266955473775,1
E2,+1,LSTM,RMSE,5.372867302941352,1
E2,aggregate,LSTM,MAE,4.463865647406177,1
E2,aggregate,LSTM,RMSE,6.084020638897893,1
E59,-1,LSTM,MAE,3.4996208736916814,1
E59,-1,LSTM,RMSE,4.856015274486888,1
E59,+1,LSTM,MAE,3.094451483973678,1
E59,+1,LSTM,RMSE,4.339371600298272,1
E59,aggregate,LSTM,MAE,3.333578889928732,1
E59,aggregate,LSTM,RMSE,4.651235308030252,1
