corridor,direction,baseline,metric,value,horizon
E2,-1,LSTM_CONTIG,MAE,6.06454745334022,5
E2,-1,LSTM_CONTIG,RMSE,7.498040140372378,5
E2,+1,LSTM_CONTIG,MAE,4.30218144683777,5
E2,+1,LSTM_CONTIG,RMSE,5.823798371547746,5
E2,aggregate,LSTM_CONTIG,MAE,5.135605736674864,5
E2,aggregate,LSTM_CONTIG,RMSE,6.66814791967991,5
E59,-1,LSTM_CONTIG,MAE,4.065688570650564,5
E59,-1,LSTM_CONTIG,RMSE,5.394759554666828,5
E59,+1,LSTM_CONTIG,MAE,3.9281820901674913,5
E59,+1,LSTM_CONTIG,RMSE,5.159404482343209,5
E59,aggregate,LSTM_CONTIG,MAE,4.004651812912256,5
E59,aggregate,LSTM_CONTIG,RMSE,5.291581661667798,5
