corridor,direction,baseline,metric,value,horizon
E2,-1,LSTM,MAE,6.129187691974405,5
E2,-1,LSTM,RMSE,7.658974451977449,5
E2,+1,LSTM,MAE,4.249670756212407,5
E2,+1,LSTM,RMSE,5.975259820114162,5
E2,aggregate,LSTM,MAE,5.052104231171951,5
E2,aggregate,LSTM,RMSE,6.745705398879246,5
E59,-1,LSTM,MAE,4.047327056978877,5
E59,-1,LSTM,RMSE,5.396695432802556,5
E59,+1,LSTM,MAE,4.0100663026227625,5
E59,+1,LSTM,RMSE,5.225086589798935,5
E59,aggregate,LSTM,MAE,4.032057154912142,5
E59,aggregate,LSTM,RMSE,5.327036679067044,5
