corridor,direction,baseline,metric,value,horizon
E2,-1,SpatialConvLSTM,MAE,6.245054440180518,10
E2,-1,SpatialConvLSTM,RMSE,7.8204600783831575,10
E2,+1,SpatialConvLSTM,MAE,4.2874160147739895,10
E2,+1,SpatialConvLSTM,RMSE,6.11716878750033,10
E2,aggregate,SpatialConvLSTM,MAE,5.123206878966975,10
E2,aggregate,SpatialConvLSTM,RMSE,6.896028003235003,10
E59,-1,SpatialConvLSTM,MAE,4.231757405157354,10
E59,-1,SpatialConvLSTM,RMSE,5.646154865939069,10
E59,+1,SpatialConvLSTM,MAE,4.248897674364566,10
E59,+1,SpatialConvLSTM,RMSE,5.504451660420827,10
E59,aggregate,SpatialConvLSTM,MAE,4.238781763772549,10
E59,aggregate,SpatialConvLSTM,RMSE,5.58851714438938,10
