corridor,direction,baseline,metric,value,horizon
E2,-1,B4_HA,MAE,6.130748793100816,10
E2,-1,B4_HA,RMSE,7.586383849088152,10
E2,+1,B4_HA,MAE,4.466022789727812,10
E2,+1,B4_HA,RMSE,6.081404974376368,10
E2,aggregate,B4_HA,MAE,5.258843748586213,10
E2,aggregate,B4_HA,RMSE,6.839573283604869,10
E2,-1,B5_XGB,MAE,6.096842563511068,10
E2,-1,B5_XGB,RMSE,7.550681723241745,10
E2,+1,B5_XGB,MAE,4.457885402551159,10
E2,+1,B5_XGB,RMSE,6.054024886445325,10
E2,aggregate,B5_XGB,MAE,5.238422771092677,10
E2,aggregate,B5_XGB,RMSE,6.807952697292239,10
E59,-1,B0,MAE,4.774019721869042,10
E59,-1,B0,RMSE,6.03589481843139,10
E59,+1,B0,MAE,4.971360778630083,10
E59,+1,B0,RMSE,6.220212795793611,10
E59,aggregate,B0,MAE,4.861834195219214,10
E59,aggregate,B0,RMSE,6.11859986398499,10
E59,-1,B1,MAE,5.5092673828742225,10
E59,-1,B1,RMSE,7.75082551914857,10
E59,+1,B1,MAE,5.698184330501935,10
E59,+1,B1,RMSE,7.914773502806809,10
E59,aggregate,B1,MAE,5.593333225710658,10
E59,aggregate,B1,RMSE,7.824204696667109,10
E59,-1,B2_w5,MAE,5.019216871174785,10
E59,-1,B2_w5,RMSE,6.750006602697707,10
E59,+1,B2_w5,MAE,5.383665967216416,10
E59,+1,B2_w5,RMSE,7.227186370771627,10
E59,aggregate,B2_w5,MAE,5.181392476986988,10
E59,aggregate,B2_w5,RMSE,6.966383459430772,10
E59,-1,B2_w10,MAE,4.973788360130548,10
E59,-1,B2_w10,RMSE,6.584169861915014,10
E59,+1,B2_w10,MAE,5.354801115314868,10
E59,+1,B2_w10,RMSE,7.049267804673615,10
E59,aggregate,B2_w10,MAE,5.143334601472124,10
E59,aggregate,B2_w10,RMSE,6.795065287641094,10
E59,-1,B2_w15,MAE,4.960034766843805,10
E59,-1,B2_w15,RMSE,6.501234744122767,10
E59,+1,B2_w15,MAE,5.346342635980327,10
E59,+1,B2_w15,RMSE,6.948518054611906,10
E59,aggregate,B2_w15,MAE,5.131937272262778,10
E59,aggregate,B2_w15,RMSE,6.70395677260126,10
E59,-1,B3,MAE,4.90269804241805,10
E59,-1,B3,RMSE,6.586429983621659,10
E59,+1,B3,MAE,5.231148646334246,10
E59,+1,B3,RMSE,7.020370597361773,10
E59,aggregate,B3,MAE,5.048854738231087,10
E59,aggregate,B3,RMSE,6.782957541908888,10
E59,-1,B4_HA,MAE,4.720021610026316,10
E59,-1,B4_HA,RMSE,5.9909151584033165,10
E59,+1,B4_HA,MAE,4.911497631248026,10
E59,+1,B4_HA,RMSE,6.15231856327664,10
E59,aggregate,B4_HA,MAE,4.805227002132054,10
E59,aggregate,B4_HA,RMSE,6.063269052017585,10
E59,-1,B5_XGB,MAE,4.573303022303155,10
E59,-1,B5_XGB,RMSE,5.846909696192441,10
E59,+1,B5_XGB,MAE,4.72734929585908,10
E59,+1,B5_XGB,RMSE,5.982414871941583,10
E59,aggregate,B5_XGB,MAE,4.641851821047303,10
E59,aggregate,B5_XGB,RMSE,5.907591749771157,10
