corridor,direction,baseline,metric,value,horizon
E4,-1,SpatialConvLSTM,MAE,4.300817327135907,1
E4,-1,SpatialConvLSTM,RMSE,6.140039407346501,1
E4,+1,SpatialConvLSTM,MAE,2.5523798614135247,1
E4,+1,SpatialConvLSTM,RMSE,4.091676586883646,1
E4,aggregate,SpatialConvLSTM,MAE,3.734178089098713,1
E4,aggregate,SpatialConvLSTM,RMSE,5.559483920096336,1
