corridor,horizon,split_mode,seed,n_learn,n_eval,policy,policy_degenerate,mae_router,mae_persist,mae_lstm,mae_xgb,mae_oracle,best_pure,gain_vs_best_pure,gap_to_oracle
E4,5,random,3,52510,35006,PDD,false,4.556207661968445,5.0641596272203815,4.531189187706481,4.624459681916576,4.531189187706481,D,0.02501847426196413,0.02501847426196413
E4,5,random,4,52510,35006,DDD,true,4.534276394246612,5.080032055455467,4.534276394246612,4.613482741596344,4.534276394246612,D,0.0,0.0
E4,5,random,5,52510,35006,DDD,true,4.507617867279685,5.034553958342183,4.507617867279685,4.58262632783056,4.507617867279685,D,0.0,0.0
E4,5,random,6,52510,35006,DDD,true,4.479880985325284,4.989212227665901,4.479880985325284,4.569937475911482,4.479880985325284,D,0.0,0.0
E4,5,random,7,52510,35006,DDD,true,4.512116713639103,5.0345470914839066,4.512116713639103,4.590211202899013,4.512116713639103,D,0.0,0.0
E4,5,random,8,52510,35006,DDD,true,4.520734462820856,5.053353162613595,4.520734462820856,4.611899436851682,4.520734462820856,D,0.0,0.0
E4,5,random,9,52510,35006,DDD,true,4.521543394379811,5.039660546259697,4.521543394379811,4.584570955203096,4.518346043196446,D,0.0,0.0031973511833651713
E4,5,random,10,52510,35006,DDD,true,4.5113897794370335,5.048317579135264,4.5113897794370335,4.591606964889556,4.5113897794370335,D,0.0,0.0
E4,5,random,11,52510,35006,DDD,true,4.5170394979817035,5.041542916926413,4.5170394979817035,4.605000552331244,4.5170394979817035,D,0.0,0.0
E4,5,random,12,52510,35006,DDD,true,4.504209253234005,5.034347549122565,4.504209253234005,4.570478715726609,4.504209253234005,D,0.0,0.0
E4,5,random,13,52510,35006,DDD,true,4.537063116360643,5.05632018098993,4.537063116360643,4.605655520437568,4.532871581074688,D,0.0,0.004191535285954728
E4,5,random,14,52510,35006,DDD,true,4.499076646593293,5.0444321592474015,4.499076646593293,4.575539474534163,4.499076646593293,D,0.0,0.0
E4,5,random,15,52510,35006,DDD,true,4.485034295002379,5.028270316179811,4.485034295002379,4.577058085664874,4.485034295002379,D,0.0,0.0
E4,5,random,16,52510,35006,DDD,true,4.5573268132857345,5.099417176279608,4.5573268132857345,4.625051230156428,4.5573268132857345,D,0.0,0.0
E4,5,random,17,52510,35006,DDD,true,4.505861679104501,5.055698354714313,4.505861679104501,4.595846915567888,4.505861679104501,D,0.0,0.0
E4,5,random,18,52510,35006,DDD,true,4.507338078016691,5.013074345638539,4.507338078016691,4.587666384977511,4.507338078016691,D,0.0,0.0
E4,5,random,19,52510,35006,DDD,true,4.504029514135337,5.016066627829904,4.504029514135337,4.579943582622459,4.504029514135337,D,0.0,0.0
E4,5,temporal,,55855,31661,DDD,true,4.61890058591856,5.061220436937181,4.61890058591856,4.6970437836697485,4.607591460363422,D,0.0,0.011309125555137634
E4,10,random,0,49237,32825,DDD,true,5.130927799178369,6.509818105356255,5.130927799178369,5.455354934977105,5.130927799178369,D,0.0,0.0
E4,10,random,1,49237,32825,DDD,true,5.1687168707778595,6.537670469886914,5.1687168707778595,5.463787367225874,5.1687168707778595,D,0.0,0.0
E4,10,random,2,49237,32825,DDD,true,5.181427389872683,6.500081070989302,5.181427389872683,5.466851683207713,5.181427389872683,D,0.0,0.0
E4,10,random,3,49237,32825,DDD,true,5.168885040094357,6.5730305920533345,5.168885040094357,5.462200642779685,5.168885040094357,D,0.0,0.0
E4,10,random,4,49237,32825,DDD,true,5.165830747745279,6.531361037600794,5.165830747745279,5.453844429707582,5.165830747745279,D,0.0,0.0
E4,10,random,5,49237,32825,DDD,true,5.156710838614215,6.520630656632411,5.156710838614215,5.462931898629856,5.156710838614215,D,0.0,0.0
E4,10,random,6,49237,32825,DDD,true,5.15454404578169,6.557135481707303,5.15454404578169,5.476284332929089,5.15454404578169,D,0.0,0.0
E4,10,random,7,49237,32825,DDD,true,5.143932033968807,6.506172954213592,5.143932033968807,5.463310823447815,5.143932033968807,D,0.0,0.0
E4,10,random,8,49237,32825,DDD,true,5.1549052891872895,6.5214672306377475,5.1549052891872895,5.438091185643123,5.1549052891872895,D,0.0,0.0
E4,10,random,9,49237,32825,DDD,true,5.124531862472453,6.496155859024036,5.124531862472453,5.423407254985336,5.124531862472453,D,0.0,0.0
E4,10,random,10,49237,32825,DDD,true,5.186239125076724,6.580675736940824,5.186239125076724,5.500459771704692,5.186239125076724,D,0.0,0.0
E4,10,random,11,49237,32825,DDD,true,5.170958760981331,6.529365846963666,5.170958760981331,5.4391943867371815,5.170958760981331,D,0.0,0.0
E4,10,random,12,49237,32825,DDD,true,5.145948198250206,6.538201331322373,5.145948198250206,5.449984271390149,5.145948198250206,D,0.0,0.0
E4,10,random,13,49237,32825,DDD,true,5.133868022651411,6.49647127347599,5.133868022651411,5.435952661838226,5.133868022651411,D,0.0,0.0
E4,10,random,14,49237,32825,DDD,true,5.149396282495294,6.504627601510228,5.149396282495294,5.450422594138709,5.149396282495294,D,0.0,0.0
E4,10,random,15,49237,32825,DDD,true,5.1367054280631885,6.524887387870562,5.1367054280631885,5.447201298628703,5.1367054280631885,D,0.0,0.0
E4,10,random,16,49237,32825,DDD,true,5.159399257290936,6.563957838216812,5.159399257290936,5.4715900928848855,5.159399257290936,D,0.0,0.0
E4,10,random,17,49237,32825,DDD,true,5.155822416742794,6.588225370960569,5.155822416742794,5.494421493387913,5.155822416742794,D,0.0,0.0
E4,10,random,18,49237,32825,DDD,true,5.134308854718292,6.513492186924744,5.134308854718292,5.445510429271922,5.134308854718292,D,0.0,0.0
E4,10,random,19,49237,32825,DDD,true,5.14599826432146,6.511774839646746,5.14599826432146,5.448953600416452,5.14599826432146,D,0.0,0.0
E4,10,temporal,,52601,29461,DDD,true,5.36586901746729,6.675860241609332,5.36586901746729,5.637765369639936,5.36586901746729,D,0.0,0.0
E59,1,random,0,143701,95800,PPP,true,2.8124038436965306,2.8124038436965306,3.14155061249942,3.1209680476405177,2.8124038436965306,P,0.0,0.0
E59,1,random,1,143701,95800,PPP,true,2.8016370999190903,2.8016370999190903,3.136269442109325,3.1116224148241116,2.8016370999190903,P,0.0,0.0
E59,1,random,2,143701,95800,PPP,true,2.7891450399396813,2.7891450399396813,3.1309157869412654,3.1062036838822675,2.7891450399396813,P,0.0,0.0
E59,1,random,3,143701,95800,PPP,true,2.792371746836724,2.792371746836724,3.1266865455283,3.104534548721383,2.792371746836724,P,0.0,0.0
E59,1,random,4,143701,95800,PPP,true,2.815628972516428,2.815628972516428,3.1478577898937377,3.120437962136587,2.815628972516428,P,0.0,0.0
E59,1,random,5,143701,95800,PPP,true,2.797108296586477,2.797108296586477,3.1247618494899885,3.108668802870838,2.797108296586477,P,0.0,0.0
E59,1,random,6,143701,95800,PPP,true,2.8223252716542286,2.8223252716542286,3.1383039161755795,3.1224177246377463,2.8223252716542286,P,0.0,0.0
E59,1,random,7,143701,95800,PPP,true,2.803550251047895,2.803550251047895,3.132191113908007,3.113134030506855,2.803550251047895,P,0.0,0.0
E59,1,random,8,143701,95800,PPP,true,2.788571096103724,2.788571096103724,3.1157567923253167,3.100364378664588,2.788571096103724,P,0.0,0.0
E59,1,random,9,143701,95800,PPP,true,2.817104777453588,2.817104777453588,3.1493368714438104,3.124875325278101,2.817104777453588,P,0.0,0.0
